Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core
"2013-2014","NSW","Organics","Energy from waste facility","Energy recovery","30244","Core waste"
"2013-2014","NSW","Organics","Landfill","Disposal","2267722","Core waste"
"2013-2014","NSW","Organics","Landfill","Energy recovery","227640","Core waste"
"2013-2014","NSW","Organics","Recycling","Recycling","2432183","Core waste"
"2013-2014","NSW","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2013-2014","NSW","Paper & cardboard","Landfill","Disposal","446797","Core waste"
"2013-2014","NSW","Paper & cardboard","Landfill","Energy recovery","62886","Core waste"
"2013-2014","NSW","Paper & cardboard","Recycling","Recycling","760854","Core waste"
"2013-2014","NSW","Plastics","Landfill","Disposal","592709","Core waste"
"2013-2014","NSW","Plastics","Recycling","Recycling","90407","Core waste"
"2013-2014","NSW","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2013-2014","NSW","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","173865","Core waste"
"2013-2014","NSW","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","230347","Core waste"
"2013-2014","NSW","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","50774","Core waste"
"2013-2014","NSW","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2013-2014","NSW","Unclassified materials","Landfill","Disposal","238588","Core waste"
"2013-2014","NSW","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2013-2014","NSW","Unclassified materials","Recycling","Recycling","1016856","Core waste"
"2013-2014","NT","Biosolids","Other disposal","Disposal","1453.44558915189","Core waste"
"2013-2014","NT","Biosolids","Recycling","Recycling","9527.14268364641","Core waste"
"2013-2014","NT","Building and demolition materials","Landfill","Disposal","179985","Core waste"
"2013-2014","NT","Building and demolition materials","Recycling","Recycling","100","Core waste"
"2013-2014","NT","Glass","Landfill","Disposal","12290","Core waste"
"2013-2014","NT","Glass","Recycling","Recycling","4080","Core waste"
"2013-2014","NT","Hazardous wastes","Energy from waste facility","Energy recovery","1330.61336920825","Core waste"
"2013-2014","NT","Hazardous wastes","Landfill","Disposal","11866.7725187497","Core waste"
"2013-2014","NT","Hazardous wastes","Other disposal","Disposal","148.312867133065","Core waste"
"2013-2014","NT","Hazardous wastes","Recycling","Recycling","16648.2868434397","Core waste"
"2013-2014","NT","Hazardous wastes","Treatment","Disposal","1813.02545589683","Core waste"
"2013-2014","NT","Hazardous wastes","Treatment","Energy recovery","292.269778896511","Core waste"
"2013-2014","NT","Hazardous wastes","Treatment","Recycling","3094.77412576135","Core waste"
"2013-2014","NT","Metals","Landfill","Disposal","15799","Core waste"
"2013-2014","NT","Metals","Recycling","Recycling","1153","Core waste"
"2013-2014","NT","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2013-2014","NT","Organics","Landfill","Disposal","141686","Core waste"
"2013-2014","NT","Organics","Landfill","Energy recovery","11466","Core waste"
"2013-2014","NT","Organics","Recycling","Recycling","13443","Core waste"
"2013-2014","NT","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2013-2014","NT","Paper & cardboard","Landfill","Disposal","37443","Core waste"
"2013-2014","NT","Paper & cardboard","Landfill","Energy recovery","4538","Core waste"
"2013-2014","NT","Paper & cardboard","Recycling","Recycling","1799","Core waste"
"2013-2014","NT","Plastics","Landfill","Disposal","49089","Core waste"
"2013-2014","NT","Plastics","Recycling","Recycling","11827","Core waste"
"2013-2014","NT","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
